query,sql
List of ODIN Open Data Openness Score of Andorra in 2017,SELECT odin_open_data_openness_score FROM spi_index_labelled_vFinal WHERE country = 'Andorra' AND date = 2017
Business/establishment survey of Zambia in 2009,SELECT business/establishment_survey FROM spi_index_labelled_vFinal WHERE country = 'Zambia' AND date = 2009
Countries having Data Infrastructure Score between 10 and 12.,SELECT country FROM spi_index_labelled_vFinal WHERE data_infrastructure_score > 10 AND data_infrastructure_score < 12
Legislation and governance of Mauritius before 2005?,SELECT legislation_and_governance FROM spi_index_labelled_vFinal WHERE date < 2005 AND country = 'Mauritius'
Countries having Terms of Use Score between 0.2 and 0.4?,SELECT country FROM spi_index_labelled_vFinal WHERE terms_of_use_score > 0.2 AND terms_of_use_score < 0.4
Climate Action of St. Martin (French part) before 2006,SELECT climate_action FROM spi_index_labelled_vFinal WHERE date < 2006 AND country = 'St. Martin (French part)'
Top 9 countries by Zero Hunger.,SELECT country FROM spi_index_labelled_vFinal ORDER BY 'zero_hunger' DESC LIMIT 9
count of Geospatial Data,SELECT count(geospatial_data) FROM spi_index_labelled_vFinal
Find the Top 73 countries by Agriculture census.,SELECT country FROM spi_index_labelled_vFinal ORDER BY 'agriculture_census' DESC LIMIT 73
What is the Population & Housing census of Samoa after 2015,SELECT population_&_housing_census FROM spi_index_labelled_vFinal WHERE date > 2015 AND country ='Samoa'
Countries having ODIN Open Data Openness Score between 0.0 and 0.1,SELECT country FROM spi_index_labelled_vFinal WHERE odin_open_data_openness_score > 0.0 AND odin_open_data_openness_score < 0.1
Countries having Data Infrastructure Score between 15 and 41 in 2013,SELECT country FROM spi_index_labelled_vFinal WHERE data_infrastructure_score > 15 AND data_infrastructure_score < 41 AND date = 2013
Non_Proprietary format Score of Marshall Islands in 2016,SELECT non_proprietary_format_score FROM spi_index_labelled_vFinal WHERE country = 'Marshall Islands' AND date = 2016
average of Finance in 2006.,SELECT avg(finance) FROM spi_index_labelled_vFinal WHERE date = 2006
count Business process by region.,"SELECT count(business_process), region FROM spi_index_labelled_vFinal GROUP BY region"
Countries having Non_Proprietary format Score between 0.0 and 0.1.,SELECT country FROM spi_index_labelled_vFinal WHERE non_proprietary_format_score > 0.0 AND non_proprietary_format_score < 0.1
minimum of Environmental Statistics in North America.,SELECT min(environmental_statistics) FROM spi_index_labelled_vFinal WHERE region = 'North America'
What is the Partnerships to achieve the Goal of Estonia after 2004,SELECT partnerships_to_achieve_the_goal FROM spi_index_labelled_vFinal WHERE date > 2004 AND country ='Estonia'
Countries having Machine Readability Score between 0.5 and 0.8,SELECT country FROM spi_index_labelled_vFinal WHERE machine_readability_score > 0.5 AND machine_readability_score < 0.8
What is the average of Business process in Europe & Central Asia,SELECT avg(business_process) FROM spi_index_labelled_vFinal WHERE region = 'Europe & Central Asia'
Countries having Data Service Score between 2 and 99 in 2013.,SELECT country FROM spi_index_labelled_vFinal WHERE data_service_score > 2 AND data_service_score < 99 AND date = 2013
minimum of Life on Land?,SELECT min(life_on_land) FROM spi_index_labelled_vFinal
total of Business/establishment census in 2006.,SELECT sum(business/establishment_census) FROM spi_index_labelled_vFinal WHERE date = 2006
Agriculture survey of Vanuatu in 2016.,SELECT agriculture_survey FROM spi_index_labelled_vFinal WHERE country = 'Vanuatu' AND date = 2016
Show me Countries having Terms of Use Score between 0.0 and 0.1?,SELECT country FROM spi_index_labelled_vFinal WHERE terms_of_use_score > 0.0 AND terms_of_use_score < 0.1
Countries having Download Options Score between 0.3 and 0.4.,SELECT country FROM spi_index_labelled_vFinal WHERE download_options_score > 0.3 AND download_options_score < 0.4
Find the Countries having Data Service Score between 19 and 85 in 2012?,SELECT country FROM spi_index_labelled_vFinal WHERE data_service_score > 19 AND data_service_score < 85 AND date = 2012
minimum of Finance in 2006?,SELECT min(finance) FROM spi_index_labelled_vFinal WHERE date = 2006
maximum of Gender Equality in South Asia in 2016,SELECT max(gender_equality) FROM spi_index_labelled_vFinal WHERE region = 'South Asia' AND date = 2016
Affordable and Clean Energy and Standards and Methods of Albania since 2013?,"SELECT affordable_and_clean_energy , standards_and_methods FROM spi_index_labelled_vFinal WHERE date > 2013 AND country = 'Albania'"
What is the Countries having Machine Readability Score between 0.0 and 0.1.,SELECT country FROM spi_index_labelled_vFinal WHERE machine_readability_score > 0.0 AND machine_readability_score < 0.1
Decent Work and Economic Growth of Angola in 2013?,SELECT decent_work_and_economic_growth FROM spi_index_labelled_vFinal WHERE country = 'Angola' AND date = 2013
Countries having Machine Readability Score between 0.4 and 0.6 in 2012?,SELECT country FROM spi_index_labelled_vFinal WHERE machine_readability_score > 0.4 AND machine_readability_score < 0.6 AND date = 2012
average of System of national accounts in use in Europe & Central Asia?,SELECT avg(system_of_national_accounts_in_use) FROM spi_index_labelled_vFinal WHERE region = 'Europe & Central Asia'
"minimum of Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME in 2012",SELECT min(availability_of_mortality_rate_under-5_(per_1000_live_births)_data_meeting_quality_standards_according_to_un_igme) FROM spi_index_labelled_vFinal WHERE date = 2012
National Accounts base year and Central government accounting status of Mongolia since 2017?,"SELECT national_accounts_base_year , central_government_accounting_status FROM spi_index_labelled_vFinal WHERE date > 2017 AND country = 'Mongolia'"
maximum of Data use by international organizations in 2015,SELECT max(data_use_by_international_organizations) FROM spi_index_labelled_vFinal WHERE date = 2015
Countries having Non_Proprietary format Score between 0.3 and 0.8,SELECT country FROM spi_index_labelled_vFinal WHERE non_proprietary_format_score > 0.3 AND non_proprietary_format_score < 0.8
Show me average of Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1 in 2011,SELECT avg(finance_indicator_based_on_paris21_indicators_on_sdg_17.18.3_&_sdg_17.19.1) FROM spi_index_labelled_vFinal WHERE date = 2011
What is the maximum Agriculture survey by region.,"SELECT max(agriculture_survey), region FROM spi_index_labelled_vFinal GROUP BY region"
What is the Countries having Download Options Score between 0.0 and 0.6?,SELECT country FROM spi_index_labelled_vFinal WHERE download_options_score > 0.0 AND download_options_score < 0.6
Metadata Available Score and Data Sources Score of Greenland since 2015.,"SELECT metadata_available_score , data_sources_score FROM spi_index_labelled_vFinal WHERE date > 2015 AND country = 'Greenland'"
Tell me the Countries having Data Products Score between 13 and 45 in 2012,SELECT country FROM spi_index_labelled_vFinal WHERE data_products_score > 13 AND data_products_score < 45 AND date = 2012
Countries having Data Infrastructure Score between 1 and 16,SELECT country FROM spi_index_labelled_vFinal WHERE data_infrastructure_score > 1 AND data_infrastructure_score < 16
Social Statistics of Samoa after 2019,SELECT social_statistics FROM spi_index_labelled_vFinal WHERE date > 2019 AND country ='Samoa'
maximum Compilation of government finance statistics by region?,"SELECT max(compilation_of_government_finance_statistics), region FROM spi_index_labelled_vFinal GROUP BY region"
Find the Top 73 countries by Administrative Data.,SELECT country FROM spi_index_labelled_vFinal ORDER BY 'administrative_data' DESC LIMIT 73
"total of Industry, Innovation and Infrastructure in South Asia?",SELECT sum(industry_innovation_and_infrastructure) FROM spi_index_labelled_vFinal WHERE region = 'South Asia'
List total of Institutional Statistics in East Asia & Pacific in 2015.,SELECT sum(institutional_statistics) FROM spi_index_labelled_vFinal WHERE region = 'East Asia & Pacific' AND date = 2015
Countries having Non_Proprietary format Score between 0.0 and 0.1 in 2007,SELECT country FROM spi_index_labelled_vFinal WHERE non_proprietary_format_score > 0.0 AND non_proprietary_format_score < 0.1 AND date = 2007
total of Climate Action in 2011?,SELECT sum(climate_action) FROM spi_index_labelled_vFinal WHERE date = 2011
Countries having Data Products Score between 2 and 25,SELECT country FROM spi_index_labelled_vFinal WHERE data_products_score > 2 AND data_products_score < 25
Countries having SPI Overall Score between 15 and 24,SELECT country FROM spi_index_labelled_vFinal WHERE spi_overall_score > 15 AND spi_overall_score < 24
maximum of Health/Demographic survey in 2015.,SELECT max(health/demographic_survey) FROM spi_index_labelled_vFinal WHERE date = 2015
Top 51 countries by Agriculture survey.,SELECT country FROM spi_index_labelled_vFinal ORDER BY 'agriculture_survey' DESC LIMIT 51
Terms of Use Score of Uruguay in 2017,SELECT terms_of_use_score FROM spi_index_labelled_vFinal WHERE country = 'Uruguay' AND date = 2017
Countries having Download Options Score between 0.1 and 0.9,SELECT country FROM spi_index_labelled_vFinal WHERE download_options_score > 0.1 AND download_options_score < 0.9
average of Data services in Latin America & Caribbean in 2005,SELECT avg(data_services) FROM spi_index_labelled_vFinal WHERE region = 'Latin America & Caribbean' AND date = 2005
Metadata Available Score of Angola in 2011.,SELECT metadata_available_score FROM spi_index_labelled_vFinal WHERE country = 'Angola' AND date = 2011
Countries having Data Products Score between 5 and 5 in 2016.,SELECT country FROM spi_index_labelled_vFinal WHERE data_products_score > 5 AND data_products_score < 5 AND date = 2016
count of Finance.,SELECT count(finance) FROM spi_index_labelled_vFinal
Compilation of monetary and financial statistics and Data services of Greece since 2015,"SELECT compilation_of_monetary_and_financial_statistics , data_services FROM spi_index_labelled_vFinal WHERE date > 2015 AND country = 'Greece'"
Countries having Terms of Use Score between 0.0 and 0.1 in 2012.,SELECT country FROM spi_index_labelled_vFinal WHERE terms_of_use_score > 0.0 AND terms_of_use_score < 0.1 AND date = 2012
Show me Top 55 countries by Finance,SELECT country FROM spi_index_labelled_vFinal ORDER BY 'finance' DESC LIMIT 55
minimum of System of national accounts in use in 2010.,SELECT min(system_of_national_accounts_in_use) FROM spi_index_labelled_vFinal WHERE date = 2010
average of Social Statistics in Sub-Saharan Africa?,SELECT avg(social_statistics) FROM spi_index_labelled_vFinal WHERE region = 'Sub-Saharan Africa'
population of Morocco in 2018?,SELECT population FROM spi_index_labelled_vFinal WHERE country = 'Morocco' AND date = 2018
Countries having Download Options Score between 0.1 and 0.3.,SELECT country FROM spi_index_labelled_vFinal WHERE download_options_score > 0.1 AND download_options_score < 0.3
Data Service Score of Uganda in 2014,SELECT data_service_score FROM spi_index_labelled_vFinal WHERE country = 'Uganda' AND date = 2014
Online access of Qatar after 2016.,SELECT online_access FROM spi_index_labelled_vFinal WHERE date > 2016 AND country ='Qatar'
List Countries having Data Use Score between 18 and 26,SELECT country FROM spi_index_labelled_vFinal WHERE data_use_score > 18 AND data_use_score < 26
Zero Hunger of Syrian Arab Republic in 2006.,SELECT zero_hunger FROM spi_index_labelled_vFinal WHERE country = 'Syrian Arab Republic' AND date = 2006
Top 98 countries by Legislation and governance.,SELECT country FROM spi_index_labelled_vFinal ORDER BY 'legislation_and_governance' DESC LIMIT 98
average Labor force participation rate by sex and age by region.,"SELECT avg(labor_force_participation_rate_by_sex_and_age), region FROM spi_index_labelled_vFinal GROUP BY region"
Data Use Score of Papua New Guinea in 2012?,SELECT data_use_score FROM spi_index_labelled_vFinal WHERE country = 'Papua New Guinea' AND date = 2012
Countries having Non_Proprietary format Score between 0.0 and 0.1 in 2019?,SELECT country FROM spi_index_labelled_vFinal WHERE non_proprietary_format_score > 0.0 AND non_proprietary_format_score < 0.1 AND date = 2019
Countries having Data Products Score between 38 and 51 in 2006.,SELECT country FROM spi_index_labelled_vFinal WHERE data_products_score > 38 AND data_products_score < 51 AND date = 2006
Business/establishment census and NADA metadata of South Sudan since 2016?,"SELECT business/establishment_census , nada_metadata FROM spi_index_labelled_vFinal WHERE date > 2016 AND country = 'South Sudan'"
Countries having Metadata Available Score between 0.4 and 0.8,SELECT country FROM spi_index_labelled_vFinal WHERE metadata_available_score > 0.4 AND metadata_available_score < 0.8
List of Countries having Data Infrastructure Score between 7 and 51 in 2010?,SELECT country FROM spi_index_labelled_vFinal WHERE data_infrastructure_score > 7 AND data_infrastructure_score < 51 AND date = 2010
Geospatial data available at 1st Admin Level of Montenegro after 2018.,SELECT geospatial_data_available_at_1st_admin_level FROM spi_index_labelled_vFinal WHERE date > 2018 AND country ='Montenegro'
Data Products Score of Slovak Republic in 2018?,SELECT data_products_score FROM spi_index_labelled_vFinal WHERE country = 'Slovak Republic' AND date = 2018
